"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (BGN/MWh)","Intraday Period (CET/CEST)","Intraday Price (BGN/MWh)"
"12/10/2018 08:00:00 - 12/10/2018 09:00:00","BZN|BG","Without Sequence","85.10","",""
"12/10/2018 09:00:00 - 12/10/2018 10:00:00","BZN|BG","Without Sequence","85.04","",""
"12/10/2018 10:00:00 - 12/10/2018 11:00:00","BZN|BG","Without Sequence","81.09","",""
"12/10/2018 11:00:00 - 12/10/2018 12:00:00","BZN|BG","Without Sequence","78.06","",""
"12/10/2018 12:00:00 - 12/10/2018 13:00:00","BZN|BG","Without Sequence","78.04","",""
"12/10/2018 13:00:00 - 12/10/2018 14:00:00","BZN|BG","Without Sequence","76.41","",""
"12/10/2018 14:00:00 - 12/10/2018 15:00:00","BZN|BG","Without Sequence","76.65","",""
"12/10/2018 15:00:00 - 12/10/2018 16:00:00","BZN|BG","Without Sequence","76.36","",""
"12/10/2018 16:00:00 - 12/10/2018 17:00:00","BZN|BG","Without Sequence","76.30","",""
"12/10/2018 17:00:00 - 12/10/2018 18:00:00","BZN|BG","Without Sequence","80.03","",""
"12/10/2018 18:00:00 - 12/10/2018 19:00:00","BZN|BG","Without Sequence","142.25","",""
"12/10/2018 19:00:00 - 12/10/2018 20:00:00","BZN|BG","Without Sequence","97.50","",""
"12/10/2018 20:00:00 - 12/10/2018 21:00:00","BZN|BG","Without Sequence","78.02","",""
"12/10/2018 21:00:00 - 12/10/2018 22:00:00","BZN|BG","Without Sequence","60.36","",""
"12/10/2018 22:00:00 - 12/10/2018 23:00:00","BZN|BG","Without Sequence","59.73","",""
"12/10/2018 23:00:00 - 13/10/2018 00:00:00","BZN|BG","Without Sequence","67.89","",""
"13/10/2018 00:00:00 - 13/10/2018 01:00:00","BZN|BG","Without Sequence","70.45","",""
"13/10/2018 01:00:00 - 13/10/2018 02:00:00","BZN|BG","Without Sequence","70.08","",""
"13/10/2018 02:00:00 - 13/10/2018 03:00:00","BZN|BG","Without Sequence","70.06","",""
"13/10/2018 03:00:00 - 13/10/2018 04:00:00","BZN|BG","Without Sequence","70.06","",""
"13/10/2018 04:00:00 - 13/10/2018 05:00:00","BZN|BG","Without Sequence","70.08","",""
"13/10/2018 05:00:00 - 13/10/2018 06:00:00","BZN|BG","Without Sequence","71.07","",""
"13/10/2018 06:00:00 - 13/10/2018 07:00:00","BZN|BG","Without Sequence","92.02","",""
"13/10/2018 07:00:00 - 13/10/2018 08:00:00","BZN|BG","Without Sequence","99.88","",""
"13/10/2018 08:00:00 - 13/10/2018 09:00:00","BZN|BG","Without Sequence","101.98","",""
"13/10/2018 09:00:00 - 13/10/2018 10:00:00","BZN|BG","Without Sequence","78.57","",""
"13/10/2018 10:00:00 - 13/10/2018 11:00:00","BZN|BG","Without Sequence","72.23","",""
"13/10/2018 11:00:00 - 13/10/2018 12:00:00","BZN|BG","Without Sequence","61.43","",""
"13/10/2018 12:00:00 - 13/10/2018 13:00:00","BZN|BG","Without Sequence","80.03","",""
"13/10/2018 13:00:00 - 13/10/2018 14:00:00","BZN|BG","Without Sequence","78.53","",""
"13/10/2018 14:00:00 - 13/10/2018 15:00:00","BZN|BG","Without Sequence","80.05","",""
"13/10/2018 15:00:00 - 13/10/2018 16:00:00","BZN|BG","Without Sequence","97.64","",""
"13/10/2018 16:00:00 - 13/10/2018 17:00:00","BZN|BG","Without Sequence","100.26","",""
"13/10/2018 17:00:00 - 13/10/2018 18:00:00","BZN|BG","Without Sequence","103.05","",""
"13/10/2018 18:00:00 - 13/10/2018 19:00:00","BZN|BG","Without Sequence","121.81","",""
"13/10/2018 19:00:00 - 13/10/2018 20:00:00","BZN|BG","Without Sequence","131.16","",""
"13/10/2018 20:00:00 - 13/10/2018 21:00:00","BZN|BG","Without Sequence","115.14","",""
"13/10/2018 21:00:00 - 13/10/2018 22:00:00","BZN|BG","Without Sequence","98.91","",""
"13/10/2018 22:00:00 - 13/10/2018 23:00:00","BZN|BG","Without Sequence","87.88","",""
"13/10/2018 23:00:00 - 14/10/2018 00:00:00","BZN|BG","Without Sequence","76.94","",""
"14/10/2018 00:00:00 - 14/10/2018 01:00:00","BZN|BG","Without Sequence","70.00","",""
"14/10/2018 01:00:00 - 14/10/2018 02:00:00","BZN|BG","Without Sequence","62.59","",""
"14/10/2018 02:00:00 - 14/10/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"14/10/2018 03:00:00 - 14/10/2018 04:00:00","BZN|BG","Without Sequence","44.10","",""
"14/10/2018 04:00:00 - 14/10/2018 05:00:00","BZN|BG","Without Sequence","53.47","",""
"14/10/2018 05:00:00 - 14/10/2018 06:00:00","BZN|BG","Without Sequence","50.58","",""
"14/10/2018 06:00:00 - 14/10/2018 07:00:00","BZN|BG","Without Sequence","44.05","",""
"14/10/2018 07:00:00 - 14/10/2018 08:00:00","BZN|BG","Without Sequence","61.69","",""
"14/10/2018 08:00:00 - 14/10/2018 09:00:00","BZN|BG","Without Sequence","61.06","",""
"14/10/2018 09:00:00 - 14/10/2018 10:00:00","BZN|BG","Without Sequence","44.10","",""
"14/10/2018 10:00:00 - 14/10/2018 11:00:00","BZN|BG","Without Sequence","50.40","",""
"14/10/2018 11:00:00 - 14/10/2018 12:00:00","BZN|BG","Without Sequence","44.06","",""
"14/10/2018 12:00:00 - 14/10/2018 13:00:00","BZN|BG","Without Sequence","44.08","",""
"14/10/2018 13:00:00 - 14/10/2018 14:00:00","BZN|BG","Without Sequence","44.10","",""
"14/10/2018 14:00:00 - 14/10/2018 15:00:00","BZN|BG","Without Sequence","54.76","",""
"14/10/2018 15:00:00 - 14/10/2018 16:00:00","BZN|BG","Without Sequence","68.94","",""
"14/10/2018 16:00:00 - 14/10/2018 17:00:00","BZN|BG","Without Sequence","72.29","",""
"14/10/2018 17:00:00 - 14/10/2018 18:00:00","BZN|BG","Without Sequence","93.92","",""
"14/10/2018 18:00:00 - 14/10/2018 19:00:00","BZN|BG","Without Sequence","99.85","",""
"14/10/2018 19:00:00 - 14/10/2018 20:00:00","BZN|BG","Without Sequence","80.37","",""
"14/10/2018 20:00:00 - 14/10/2018 21:00:00","BZN|BG","Without Sequence","80.29","",""
"14/10/2018 21:00:00 - 14/10/2018 22:00:00","BZN|BG","Without Sequence","80.31","",""
"14/10/2018 22:00:00 - 14/10/2018 23:00:00","BZN|BG","Without Sequence","68.38","",""
"14/10/2018 23:00:00 - 15/10/2018 00:00:00","BZN|BG","Without Sequence","69.47","",""
"15/10/2018 00:00:00 - 15/10/2018 01:00:00","BZN|BG","Without Sequence","58.62","",""
"15/10/2018 01:00:00 - 15/10/2018 02:00:00","BZN|BG","Without Sequence","45.69","",""
"15/10/2018 02:00:00 - 15/10/2018 03:00:00","BZN|BG","Without Sequence","44.08","",""
"15/10/2018 03:00:00 - 15/10/2018 04:00:00","BZN|BG","Without Sequence","45.63","",""
"15/10/2018 04:00:00 - 15/10/2018 05:00:00","BZN|BG","Without Sequence","65.77","",""
"15/10/2018 05:00:00 - 15/10/2018 06:00:00","BZN|BG","Without Sequence","86.62","",""
"15/10/2018 06:00:00 - 15/10/2018 07:00:00","BZN|BG","Without Sequence","95.25","",""
"15/10/2018 07:00:00 - 15/10/2018 08:00:00","BZN|BG","Without Sequence","140.92","",""
"15/10/2018 08:00:00 - 15/10/2018 09:00:00","BZN|BG","Without Sequence","140.92","",""
"15/10/2018 09:00:00 - 15/10/2018 10:00:00","BZN|BG","Without Sequence","98.32","",""
"15/10/2018 10:00:00 - 15/10/2018 11:00:00","BZN|BG","Without Sequence","95.50","",""
"15/10/2018 11:00:00 - 15/10/2018 12:00:00","BZN|BG","Without Sequence","80.05","",""
"15/10/2018 12:00:00 - 15/10/2018 13:00:00","BZN|BG","Without Sequence","85.08","",""
"15/10/2018 13:00:00 - 15/10/2018 14:00:00","BZN|BG","Without Sequence","87.45","",""
"15/10/2018 14:00:00 - 15/10/2018 15:00:00","BZN|BG","Without Sequence","85.08","",""
"15/10/2018 15:00:00 - 15/10/2018 16:00:00","BZN|BG","Without Sequence","95.07","",""
"15/10/2018 16:00:00 - 15/10/2018 17:00:00","BZN|BG","Without Sequence","83.98","",""
"15/10/2018 17:00:00 - 15/10/2018 18:00:00","BZN|BG","Without Sequence","97.22","",""
"15/10/2018 18:00:00 - 15/10/2018 19:00:00","BZN|BG","Without Sequence","96.93","",""
"15/10/2018 19:00:00 - 15/10/2018 20:00:00","BZN|BG","Without Sequence","93.57","",""
"15/10/2018 20:00:00 - 15/10/2018 21:00:00","BZN|BG","Without Sequence","92.49","",""
"15/10/2018 21:00:00 - 15/10/2018 22:00:00","BZN|BG","Without Sequence","80.01","",""
"15/10/2018 22:00:00 - 15/10/2018 23:00:00","BZN|BG","Without Sequence","80.09","",""
"15/10/2018 23:00:00 - 16/10/2018 00:00:00","BZN|BG","Without Sequence","80.01","",""
"16/10/2018 00:00:00 - 16/10/2018 01:00:00","BZN|BG","Without Sequence","70.06","",""
"16/10/2018 01:00:00 - 16/10/2018 02:00:00","BZN|BG","Without Sequence","70.02","",""
"16/10/2018 02:00:00 - 16/10/2018 03:00:00","BZN|BG","Without Sequence","70.02","",""
"16/10/2018 03:00:00 - 16/10/2018 04:00:00","BZN|BG","Without Sequence","70.02","",""
"16/10/2018 04:00:00 - 16/10/2018 05:00:00","BZN|BG","Without Sequence","70.04","",""
"16/10/2018 05:00:00 - 16/10/2018 06:00:00","BZN|BG","Without Sequence","139.51","",""
"16/10/2018 06:00:00 - 16/10/2018 07:00:00","BZN|BG","Without Sequence","162.16","",""
"16/10/2018 07:00:00 - 16/10/2018 08:00:00","BZN|BG","Without Sequence","199.94","",""
"16/10/2018 08:00:00 - 16/10/2018 09:00:00","BZN|BG","Without Sequence","203.50","",""
"16/10/2018 09:00:00 - 16/10/2018 10:00:00","BZN|BG","Without Sequence","186.25","",""
"16/10/2018 10:00:00 - 16/10/2018 11:00:00","BZN|BG","Without Sequence","150.05","",""
"16/10/2018 11:00:00 - 16/10/2018 12:00:00","BZN|BG","Without Sequence","83.16","",""
"16/10/2018 12:00:00 - 16/10/2018 13:00:00","BZN|BG","Without Sequence","98.83","",""
"16/10/2018 13:00:00 - 16/10/2018 14:00:00","BZN|BG","Without Sequence","138.10","",""
"16/10/2018 14:00:00 - 16/10/2018 15:00:00","BZN|BG","Without Sequence","167.75","",""
"16/10/2018 15:00:00 - 16/10/2018 16:00:00","BZN|BG","Without Sequence","175.18","",""
"16/10/2018 16:00:00 - 16/10/2018 17:00:00","BZN|BG","Without Sequence","139.43","",""
"16/10/2018 17:00:00 - 16/10/2018 18:00:00","BZN|BG","Without Sequence","178.31","",""
"16/10/2018 18:00:00 - 16/10/2018 19:00:00","BZN|BG","Without Sequence","202.92","",""
"16/10/2018 19:00:00 - 16/10/2018 20:00:00","BZN|BG","Without Sequence","161.55","",""
"16/10/2018 20:00:00 - 16/10/2018 21:00:00","BZN|BG","Without Sequence","156.54","",""
"16/10/2018 21:00:00 - 16/10/2018 22:00:00","BZN|BG","Without Sequence","92.88","",""
"16/10/2018 22:00:00 - 16/10/2018 23:00:00","BZN|BG","Without Sequence","98.85","",""
"16/10/2018 23:00:00 - 17/10/2018 00:00:00","BZN|BG","Without Sequence","90.57","",""
"17/10/2018 00:00:00 - 17/10/2018 01:00:00","BZN|BG","Without Sequence","80.03","",""
"17/10/2018 01:00:00 - 17/10/2018 02:00:00","BZN|BG","Without Sequence","80.03","",""
"17/10/2018 02:00:00 - 17/10/2018 03:00:00","BZN|BG","Without Sequence","80.03","",""
"17/10/2018 03:00:00 - 17/10/2018 04:00:00","BZN|BG","Without Sequence","80.03","",""
"17/10/2018 04:00:00 - 17/10/2018 05:00:00","BZN|BG","Without Sequence","80.05","",""
"17/10/2018 05:00:00 - 17/10/2018 06:00:00","BZN|BG","Without Sequence","99.57","",""
"17/10/2018 06:00:00 - 17/10/2018 07:00:00","BZN|BG","Without Sequence","170.82","",""
"17/10/2018 07:00:00 - 17/10/2018 08:00:00","BZN|BG","Without Sequence","205.01","",""
"17/10/2018 08:00:00 - 17/10/2018 09:00:00","BZN|BG","Without Sequence","205.07","",""
"17/10/2018 09:00:00 - 17/10/2018 10:00:00","BZN|BG","Without Sequence","149.99","",""
"17/10/2018 10:00:00 - 17/10/2018 11:00:00","BZN|BG","Without Sequence","147.22","",""
"17/10/2018 11:00:00 - 17/10/2018 12:00:00","BZN|BG","Without Sequence","98.81","",""
"17/10/2018 12:00:00 - 17/10/2018 13:00:00","BZN|BG","Without Sequence","137.18","",""
"17/10/2018 13:00:00 - 17/10/2018 14:00:00","BZN|BG","Without Sequence","137.98","",""
"17/10/2018 14:00:00 - 17/10/2018 15:00:00","BZN|BG","Without Sequence","156.53","",""
"17/10/2018 15:00:00 - 17/10/2018 16:00:00","BZN|BG","Without Sequence","186.14","",""
"17/10/2018 16:00:00 - 17/10/2018 17:00:00","BZN|BG","Without Sequence","98.89","",""
"17/10/2018 17:00:00 - 17/10/2018 18:00:00","BZN|BG","Without Sequence","151.34","",""
"17/10/2018 18:00:00 - 17/10/2018 19:00:00","BZN|BG","Without Sequence","176.10","",""
"17/10/2018 19:00:00 - 17/10/2018 20:00:00","BZN|BG","Without Sequence","150.05","",""
"17/10/2018 20:00:00 - 17/10/2018 21:00:00","BZN|BG","Without Sequence","90.12","",""
"17/10/2018 21:00:00 - 17/10/2018 22:00:00","BZN|BG","Without Sequence","90.07","",""
"17/10/2018 22:00:00 - 17/10/2018 23:00:00","BZN|BG","Without Sequence","78.27","",""
"17/10/2018 23:00:00 - 18/10/2018 00:00:00","BZN|BG","Without Sequence","90.77","",""
"18/10/2018 00:00:00 - 18/10/2018 01:00:00","BZN|BG","Without Sequence","90.14","",""
"18/10/2018 01:00:00 - 18/10/2018 02:00:00","BZN|BG","Without Sequence","80.09","",""
"18/10/2018 02:00:00 - 18/10/2018 03:00:00","BZN|BG","Without Sequence","80.09","",""
"18/10/2018 03:00:00 - 18/10/2018 04:00:00","BZN|BG","Without Sequence","80.09","",""
"18/10/2018 04:00:00 - 18/10/2018 05:00:00","BZN|BG","Without Sequence","87.84","",""
"18/10/2018 05:00:00 - 18/10/2018 06:00:00","BZN|BG","Without Sequence","149.93","",""
"18/10/2018 06:00:00 - 18/10/2018 07:00:00","BZN|BG","Without Sequence","109.37","",""
"18/10/2018 07:00:00 - 18/10/2018 08:00:00","BZN|BG","Without Sequence","130.96","",""
"18/10/2018 08:00:00 - 18/10/2018 09:00:00","BZN|BG","Without Sequence","190.67","",""
"18/10/2018 09:00:00 - 18/10/2018 10:00:00","BZN|BG","Without Sequence","209.35","",""
"18/10/2018 10:00:00 - 18/10/2018 11:00:00","BZN|BG","Without Sequence","210.84","",""
"18/10/2018 11:00:00 - 18/10/2018 12:00:00","BZN|BG","Without Sequence","206.26","",""
"18/10/2018 12:00:00 - 18/10/2018 13:00:00","BZN|BG","Without Sequence","203.19","",""
"18/10/2018 13:00:00 - 18/10/2018 14:00:00","BZN|BG","Without Sequence","201.37","",""
"18/10/2018 14:00:00 - 18/10/2018 15:00:00","BZN|BG","Without Sequence","182.95","",""
"18/10/2018 15:00:00 - 18/10/2018 16:00:00","BZN|BG","Without Sequence","150.03","",""
"18/10/2018 16:00:00 - 18/10/2018 17:00:00","BZN|BG","Without Sequence","200.04","",""
"18/10/2018 17:00:00 - 18/10/2018 18:00:00","BZN|BG","Without Sequence","174.99","",""
"18/10/2018 18:00:00 - 18/10/2018 19:00:00","BZN|BG","Without Sequence","205.09","",""
"18/10/2018 19:00:00 - 18/10/2018 20:00:00","BZN|BG","Without Sequence","205.60","",""
"18/10/2018 20:00:00 - 18/10/2018 21:00:00","BZN|BG","Without Sequence","213.83","",""
"18/10/2018 21:00:00 - 18/10/2018 22:00:00","BZN|BG","Without Sequence","195.76","",""
"18/10/2018 22:00:00 - 18/10/2018 23:00:00","BZN|BG","Without Sequence","202.47","",""
"18/10/2018 23:00:00 - 19/10/2018 00:00:00","BZN|BG","Without Sequence","103.07","",""
"19/10/2018 00:00:00 - 19/10/2018 01:00:00","BZN|BG","Without Sequence","98.69","",""
"19/10/2018 01:00:00 - 19/10/2018 02:00:00","BZN|BG","Without Sequence","93.29","",""
"19/10/2018 02:00:00 - 19/10/2018 03:00:00","BZN|BG","Without Sequence","90.14","",""
"19/10/2018 03:00:00 - 19/10/2018 04:00:00","BZN|BG","Without Sequence","90.01","",""
"19/10/2018 04:00:00 - 19/10/2018 05:00:00","BZN|BG","Without Sequence","98.52","",""
"19/10/2018 05:00:00 - 19/10/2018 06:00:00","BZN|BG","Without Sequence","150.09","",""
"19/10/2018 06:00:00 - 19/10/2018 07:00:00","BZN|BG","Without Sequence","198.69","",""
"19/10/2018 07:00:00 - 19/10/2018 08:00:00","BZN|BG","Without Sequence","197.91","",""
"19/10/2018 08:00:00 - 19/10/2018 09:00:00","BZN|BG","Without Sequence","162.47","",""
"19/10/2018 09:00:00 - 19/10/2018 10:00:00","BZN|BG","Without Sequence","91.69","",""
"19/10/2018 10:00:00 - 19/10/2018 11:00:00","BZN|BG","Without Sequence","93.20","",""
"19/10/2018 11:00:00 - 19/10/2018 12:00:00","BZN|BG","Without Sequence","79.92","",""
"19/10/2018 12:00:00 - 19/10/2018 13:00:00","BZN|BG","Without Sequence","120.03","",""
"19/10/2018 13:00:00 - 19/10/2018 14:00:00","BZN|BG","Without Sequence","141.90","",""
"19/10/2018 14:00:00 - 19/10/2018 15:00:00","BZN|BG","Without Sequence","115.16","",""
"19/10/2018 15:00:00 - 19/10/2018 16:00:00","BZN|BG","Without Sequence","115.30","",""
"19/10/2018 16:00:00 - 19/10/2018 17:00:00","BZN|BG","Without Sequence","98.50","",""
"19/10/2018 17:00:00 - 19/10/2018 18:00:00","BZN|BG","Without Sequence","98.57","",""
"19/10/2018 18:00:00 - 19/10/2018 19:00:00","BZN|BG","Without Sequence","98.52","",""
"19/10/2018 19:00:00 - 19/10/2018 20:00:00","BZN|BG","Without Sequence","98.52","",""
"19/10/2018 20:00:00 - 19/10/2018 21:00:00","BZN|BG","Without Sequence","98.52","",""
"19/10/2018 21:00:00 - 19/10/2018 22:00:00","BZN|BG","Without Sequence","103.93","",""
"19/10/2018 22:00:00 - 19/10/2018 23:00:00","BZN|BG","Without Sequence","99.24","",""
"19/10/2018 23:00:00 - 20/10/2018 00:00:00","BZN|BG","Without Sequence","107.57","",""
"20/10/2018 00:00:00 - 20/10/2018 01:00:00","BZN|BG","Without Sequence","107.10","",""
"20/10/2018 01:00:00 - 20/10/2018 02:00:00","BZN|BG","Without Sequence","98.55","",""
"20/10/2018 02:00:00 - 20/10/2018 03:00:00","BZN|BG","Without Sequence","94.08","",""
"20/10/2018 03:00:00 - 20/10/2018 04:00:00","BZN|BG","Without Sequence","90.16","",""
"20/10/2018 04:00:00 - 20/10/2018 05:00:00","BZN|BG","Without Sequence","90.18","",""
"20/10/2018 05:00:00 - 20/10/2018 06:00:00","BZN|BG","Without Sequence","90.05","",""
"20/10/2018 06:00:00 - 20/10/2018 07:00:00","BZN|BG","Without Sequence","89.87","",""
"20/10/2018 07:00:00 - 20/10/2018 08:00:00","BZN|BG","Without Sequence","98.89","",""
"20/10/2018 08:00:00 - 20/10/2018 09:00:00","BZN|BG","Without Sequence","97.93","",""
"20/10/2018 09:00:00 - 20/10/2018 10:00:00","BZN|BG","Without Sequence","85.61","",""
"20/10/2018 10:00:00 - 20/10/2018 11:00:00","BZN|BG","Without Sequence","89.85","",""
"20/10/2018 11:00:00 - 20/10/2018 12:00:00","BZN|BG","Without Sequence","83.04","",""
"20/10/2018 12:00:00 - 20/10/2018 13:00:00","BZN|BG","Without Sequence","97.97","",""
"20/10/2018 13:00:00 - 20/10/2018 14:00:00","BZN|BG","Without Sequence","95.68","",""
"20/10/2018 14:00:00 - 20/10/2018 15:00:00","BZN|BG","Without Sequence","89.89","",""
"20/10/2018 15:00:00 - 20/10/2018 16:00:00","BZN|BG","Without Sequence","92.37","",""
"20/10/2018 16:00:00 - 20/10/2018 17:00:00","BZN|BG","Without Sequence","97.93","",""
"20/10/2018 17:00:00 - 20/10/2018 18:00:00","BZN|BG","Without Sequence","98.89","",""
"20/10/2018 18:00:00 - 20/10/2018 19:00:00","BZN|BG","Without Sequence","97.97","",""
"20/10/2018 19:00:00 - 20/10/2018 20:00:00","BZN|BG","Without Sequence","98.81","",""
"20/10/2018 20:00:00 - 20/10/2018 21:00:00","BZN|BG","Without Sequence","97.99","",""
"20/10/2018 21:00:00 - 20/10/2018 22:00:00","BZN|BG","Without Sequence","98.83","",""
"20/10/2018 22:00:00 - 20/10/2018 23:00:00","BZN|BG","Without Sequence","83.06","",""
"20/10/2018 23:00:00 - 21/10/2018 00:00:00","BZN|BG","Without Sequence","81.73","",""
"21/10/2018 00:00:00 - 21/10/2018 01:00:00","BZN|BG","Without Sequence","99.92","",""
"21/10/2018 01:00:00 - 21/10/2018 02:00:00","BZN|BG","Without Sequence","98.40","",""
"21/10/2018 02:00:00 - 21/10/2018 03:00:00","BZN|BG","Without Sequence","84.75","",""
"21/10/2018 03:00:00 - 21/10/2018 04:00:00","BZN|BG","Without Sequence","89.83","",""
"21/10/2018 04:00:00 - 21/10/2018 05:00:00","BZN|BG","Without Sequence","91.85","",""
"21/10/2018 05:00:00 - 21/10/2018 06:00:00","BZN|BG","Without Sequence","91.90","",""
"21/10/2018 06:00:00 - 21/10/2018 07:00:00","BZN|BG","Without Sequence","126.15","",""
"21/10/2018 07:00:00 - 21/10/2018 08:00:00","BZN|BG","Without Sequence","96.44","",""
"21/10/2018 08:00:00 - 21/10/2018 09:00:00","BZN|BG","Without Sequence","80.54","",""
"21/10/2018 09:00:00 - 21/10/2018 10:00:00","BZN|BG","Without Sequence","79.78","",""
"21/10/2018 10:00:00 - 21/10/2018 11:00:00","BZN|BG","Without Sequence","99.96","",""
"21/10/2018 11:00:00 - 21/10/2018 12:00:00","BZN|BG","Without Sequence","100.29","",""
"21/10/2018 12:00:00 - 21/10/2018 13:00:00","BZN|BG","Without Sequence","123.28","",""
"21/10/2018 13:00:00 - 21/10/2018 14:00:00","BZN|BG","Without Sequence","126.29","",""
"21/10/2018 14:00:00 - 21/10/2018 15:00:00","BZN|BG","Without Sequence","138.92","",""
"21/10/2018 15:00:00 - 21/10/2018 16:00:00","BZN|BG","Without Sequence","139.00","",""
"21/10/2018 16:00:00 - 21/10/2018 17:00:00","BZN|BG","Without Sequence","154.71","",""
"21/10/2018 17:00:00 - 21/10/2018 18:00:00","BZN|BG","Without Sequence","155.14","",""
"21/10/2018 18:00:00 - 21/10/2018 19:00:00","BZN|BG","Without Sequence","154.35","",""
"21/10/2018 19:00:00 - 21/10/2018 20:00:00","BZN|BG","Without Sequence","162.28","",""
"21/10/2018 20:00:00 - 21/10/2018 21:00:00","BZN|BG","Without Sequence","145.69","",""
"21/10/2018 21:00:00 - 21/10/2018 22:00:00","BZN|BG","Without Sequence","151.36","",""
"21/10/2018 22:00:00 - 21/10/2018 23:00:00","BZN|BG","Without Sequence","89.36","",""
"21/10/2018 23:00:00 - 22/10/2018 00:00:00","BZN|BG","Without Sequence","79.99","",""
"22/10/2018 00:00:00 - 22/10/2018 01:00:00","BZN|BG","Without Sequence","78.55","",""
"22/10/2018 01:00:00 - 22/10/2018 02:00:00","BZN|BG","Without Sequence","44.08","",""
"22/10/2018 02:00:00 - 22/10/2018 03:00:00","BZN|BG","Without Sequence","56.74","",""
"22/10/2018 03:00:00 - 22/10/2018 04:00:00","BZN|BG","Without Sequence","65.19","",""
"22/10/2018 04:00:00 - 22/10/2018 05:00:00","BZN|BG","Without Sequence","74.05","",""
"22/10/2018 05:00:00 - 22/10/2018 06:00:00","BZN|BG","Without Sequence","150.05","",""
"22/10/2018 06:00:00 - 22/10/2018 07:00:00","BZN|BG","Without Sequence","177.18","",""
"22/10/2018 07:00:00 - 22/10/2018 08:00:00","BZN|BG","Without Sequence","220.70","",""
"22/10/2018 08:00:00 - 22/10/2018 09:00:00","BZN|BG","Without Sequence","218.68","",""
"22/10/2018 09:00:00 - 22/10/2018 10:00:00","BZN|BG","Without Sequence","210.76","",""
"22/10/2018 10:00:00 - 22/10/2018 11:00:00","BZN|BG","Without Sequence","207.61","",""
"22/10/2018 11:00:00 - 22/10/2018 12:00:00","BZN|BG","Without Sequence","210.49","",""
"22/10/2018 12:00:00 - 22/10/2018 13:00:00","BZN|BG","Without Sequence","200.08","",""
"22/10/2018 13:00:00 - 22/10/2018 14:00:00","BZN|BG","Without Sequence","201.96","",""
"22/10/2018 14:00:00 - 22/10/2018 15:00:00","BZN|BG","Without Sequence","200.43","",""
"22/10/2018 15:00:00 - 22/10/2018 16:00:00","BZN|BG","Without Sequence","212.32","",""
"22/10/2018 16:00:00 - 22/10/2018 17:00:00","BZN|BG","Without Sequence","215.79","",""
"22/10/2018 17:00:00 - 22/10/2018 18:00:00","BZN|BG","Without Sequence","209.23","",""
"22/10/2018 18:00:00 - 22/10/2018 19:00:00","BZN|BG","Without Sequence","195.70","",""
"22/10/2018 19:00:00 - 22/10/2018 20:00:00","BZN|BG","Without Sequence","198.63","",""
"22/10/2018 20:00:00 - 22/10/2018 21:00:00","BZN|BG","Without Sequence","187.86","",""
"22/10/2018 21:00:00 - 22/10/2018 22:00:00","BZN|BG","Without Sequence","171.08","",""
"22/10/2018 22:00:00 - 22/10/2018 23:00:00","BZN|BG","Without Sequence","165.07","",""
"22/10/2018 23:00:00 - 23/10/2018 00:00:00","BZN|BG","Without Sequence","155.14","",""
"23/10/2018 00:00:00 - 23/10/2018 01:00:00","BZN|BG","Without Sequence","99.22","",""
"23/10/2018 01:00:00 - 23/10/2018 02:00:00","BZN|BG","Without Sequence","98.95","",""
"23/10/2018 02:00:00 - 23/10/2018 03:00:00","BZN|BG","Without Sequence","85.39","",""
"23/10/2018 03:00:00 - 23/10/2018 04:00:00","BZN|BG","Without Sequence","85.72","",""
"23/10/2018 04:00:00 - 23/10/2018 05:00:00","BZN|BG","Without Sequence","85.25","",""
"23/10/2018 05:00:00 - 23/10/2018 06:00:00","BZN|BG","Without Sequence","175.87","",""
"23/10/2018 06:00:00 - 23/10/2018 07:00:00","BZN|BG","Without Sequence","196.70","",""
"23/10/2018 07:00:00 - 23/10/2018 08:00:00","BZN|BG","Without Sequence","217.25","",""
"23/10/2018 08:00:00 - 23/10/2018 09:00:00","BZN|BG","Without Sequence","222.22","",""
"23/10/2018 09:00:00 - 23/10/2018 10:00:00","BZN|BG","Without Sequence","212.81","",""
"23/10/2018 10:00:00 - 23/10/2018 11:00:00","BZN|BG","Without Sequence","173.15","",""
"23/10/2018 11:00:00 - 23/10/2018 12:00:00","BZN|BG","Without Sequence","124.29","",""
"23/10/2018 12:00:00 - 23/10/2018 13:00:00","BZN|BG","Without Sequence","182.95","",""
"23/10/2018 13:00:00 - 23/10/2018 14:00:00","BZN|BG","Without Sequence","192.02","",""
"23/10/2018 14:00:00 - 23/10/2018 15:00:00","BZN|BG","Without Sequence","188.95","",""
"23/10/2018 15:00:00 - 23/10/2018 16:00:00","BZN|BG","Without Sequence","193.74","",""
"23/10/2018 16:00:00 - 23/10/2018 17:00:00","BZN|BG","Without Sequence","119.64","",""
"23/10/2018 17:00:00 - 23/10/2018 18:00:00","BZN|BG","Without Sequence","130.04","",""
"23/10/2018 18:00:00 - 23/10/2018 19:00:00","BZN|BG","Without Sequence","159.19","",""
"23/10/2018 19:00:00 - 23/10/2018 20:00:00","BZN|BG","Without Sequence","100.10","",""
"23/10/2018 20:00:00 - 23/10/2018 21:00:00","BZN|BG","Without Sequence","100.04","",""
"23/10/2018 21:00:00 - 23/10/2018 22:00:00","BZN|BG","Without Sequence","80.60","",""
